;;;add;addi;addiw;addw;and;andi;bnez;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;seqz;sext,w;sll;slli;sllw;slt;slti;sltiu;sltu;sra;sraw;srl;srlw;stall;sub;subw;xor;xori
2c_ipc20_300x300,instr,csv;ipc20;2756,371;900;1200;904;1800;600;1500;300;1;7500;7200;6000;6300;23;4;6300;6600;9000;6300;6600;9000;0;1;300;1500;0;0;900;0;1200;900;900;900;900;900;300;300;300;387383;600;600;300;1800
2c_ipc21_300x300,instr,csv;ipc21;1689,995;0;0;10;0;0;0;0;0;0;0;0;0;17;10;1;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498924;0;0;0;0
2c_ipc22_300x300,instr,csv;ipc22;1690,017;1;0;7;0;0;0;0;0;1;0;2;0;20;7;0;0;0;0;3;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498918;0;0;0;0
2c_ipc23_300x300,instr,csv;ipc23;1689,977;1;0;4;0;0;0;0;0;1;0;0;0;23;4;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;498953;0;0;0;0
2c_ipc24_300x300,instr,csv;ipc24;1689,987;0;0;6;0;0;0;0;0;0;1;0;0;22;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498953;0;0;0;0
2c_ipc25_300x300,instr,csv;ipc25;1690,35;0;3;6;2;0;1;0;0;3;1;1;7;21;6;6;6;7;9;4;5;0;31;1;1;0;0;2;0;2;0;0;0;1;0;0;0;0;498862;0;0;0;1
2c_ipc26_300x300,instr,csv;ipc26;1690,0;0;0;4;0;0;0;0;0;0;2;0;0;23;4;0;1;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498950;0;0;0;0
2c_ipc27_300x300,instr,csv;ipc27;1690,121;0;2;7;1;2;2;0;0;1;3;2;0;21;4;3;1;3;2;4;2;0;29;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;498895;0;0;0;0
2c_ipc28_300x300,instr,csv;ipc28;1690,109;0;1;7;0;0;0;0;0;0;1;3;0;20;7;2;0;3;2;2;2;0;30;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;498905;0;0;0;1
2c_ipc29_300x300,instr,csv;ipc29;1690,009;0;1;7;0;0;0;0;0;0;0;1;1;20;7;1;0;0;0;1;1;0;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;498916;0;0;1;1
2c_ipc30_300x300,instr,csv;ipc30;1690,187;0;2;8;1;0;1;0;0;3;0;5;2;20;7;3;2;5;5;3;2;0;30;1;0;0;0;1;0;0;1;1;0;0;0;0;0;2;498881;1;0;0;2
2c_ipc31_300x300,instr,csv;ipc31;1691,208;0;0;7;0;0;0;0;0;1;2;0;1;20;7;0;1;3;1;1;2;0;30;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;498911;0;0;0;0
2c_ipc32_300x300,instr,csv;ipc32;1689,987;0;0;8;0;0;0;0;0;0;0;1;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498923;0;0;0;0
2c_ipc33_300x300,instr,csv;ipc33;1689,983;0;0;7;0;0;0;0;0;0;0;0;0;20;7;1;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498924;0;0;0;0
2c_ipc34_300x300,instr,csv;ipc34;1690,17;0;1;6;0;0;0;0;0;1;5;2;3;22;5;1;1;4;4;4;4;0;0;0;0;0;0;0;0;4;0;1;1;1;0;0;0;0;498916;1;0;0;2
2c_ipc35_300x300,instr,csv;ipc35;2681,096;900;3601;1505;600;900;2400;300;1;6900;6000;5400;7200;22;4;5100;6600;4500;7200;4800;7500;0;31;0;900;0;0;900;1;600;600;1800;1500;1500;300;1200;1500;1200;298320;900;1200;1800;3300
2c_ipc36_300x300,instr,csv;ipc36;1690,095;1;0;6;0;0;0;0;0;2;0;0;3;23;4;1;0;6;2;2;0;0;1;0;0;0;0;0;0;2;1;2;1;0;1;1;0;0;498927;0;0;0;3
2c_ipc37_300x300,instr,csv;ipc37;2661,511;600;4200;2405;900;2400;2100;300;1;4500;6000;6300;4800;22;5;6900;3300;7500;5700;6900;5100;0;0;0;2400;0;0;0;0;1200;2400;2400;2400;1800;900;600;1500;900;306038;0;900;1200;2100
2c_ipc38_300x300,instr,csv;ipc38;1690,138;1;1;9;0;1;2;0;0;1;2;2;1;19;8;3;4;0;3;3;0;0;29;1;1;0;0;0;0;0;0;2;4;0;0;0;1;1;498889;0;0;0;1
2c_ipc39_300x300,instr,csv;ipc39;1689,997;0;0;6;0;1;0;0;0;0;0;0;2;21;6;0;1;1;0;0;0;0;31;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;498918;1;0;0;0
2c_ipc40_300x300,instr,csv;ipc40;1689,987;0;0;4;0;1;0;0;0;1;0;0;0;23;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;498952;0;0;0;0
2c_ipc41_300x300,instr,csv;ipc41;2764,487;2700;2701;3006;1200;300;1500;300;1;5700;4200;4200;3900;21;5;3900;6900;7500;6600;4800;3300;0;30;600;4200;0;0;900;1;1500;3300;3600;2700;600;600;600;900;1800;284203;1500;2100;900;2100
2c_ipc42_300x300,instr,csv;ipc42;1690,168;1;2;4;1;0;2;0;0;3;2;1;1;24;2;2;6;5;3;2;4;0;1;0;1;0;0;2;1;0;1;1;2;1;3;0;1;1;498904;0;1;2;2
2c_ipc43_300x300,instr,csv;ipc43;1689,991;0;0;9;0;0;0;0;0;0;1;2;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498921;0;0;0;0
2c_ipc44_300x300,instr,csv;ipc44;1689,983;0;2;5;0;0;0;0;0;0;0;0;0;22;5;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498952;0;0;0;0
2c_ipc45_300x300,instr,csv;ipc45;1689,997;0;0;10;0;0;0;0;0;0;0;1;1;17;10;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498923;0;0;0;0
2c_ipc46_300x300,instr,csv;ipc46;1689,984;0;0;7;0;0;0;0;0;1;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498924;0;0;0;0
2c_ipc47_300x300,instr,csv;ipc47;2560,234;2400;2100;601;600;1200;3300;300;1;5400;6300;5100;4500;26;1;3600;6300;6600;4500;3300;7200;0;4;1500;2400;0;0;900;0;300;1500;3300;4200;300;2700;2100;1200;1200;281842;900;1500;900;2400
2c_ipc48_300x300,instr,csv;ipc48;1690,002;0;0;3;0;0;2;0;0;0;0;0;0;24;3;1;0;0;0;2;0;0;2;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;498946;0;0;0;0
2c_ipc49_300x300,instr,csv;ipc49;2723,592;900;3001;3905;1800;600;3300;300;1;3600;6900;4200;3300;22;4;6900;4500;3600;4200;5700;5700;0;31;2400;2100;0;0;1800;1;2700;0;3600;3000;1500;2100;1200;1500;1200;245565;1200;300;600;3000
2c_ipc50_300x300,instr,csv;ipc50;2711,772;600;2700;2402;1500;2100;2700;300;1;6300;4800;6000;4800;25;2;4800;3300;4800;4800;3000;6000;0;3;2400;1500;0;0;1200;0;300;1200;1800;1500;2100;1800;2100;2100;2700;229903;1500;2700;900;3900
2c_ipc51_300x300,instr,csv;ipc51;1690,022;1;1;5;0;1;0;0;0;2;1;0;2;23;3;1;0;1;2;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;498939;0;0;2;1
2c_ipc52_300x300,instr,csv;ipc52;2776,295;900;5100;3308;2700;2400;4800;300;1;5400;2100;3000;3900;19;8;6000;4500;4200;4500;4800;4200;0;29;0;2700;0;0;600;0;900;2700;3000;2700;900;2100;1500;2400;900;226059;1200;1200;1500;4200
2c_ipc53_300x300,instr,csv;ipc53;1690,057;1;1;4;0;0;0;0;0;1;0;0;1;23;4;2;3;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;498938;0;0;2;1
2c_ipc54_300x300,instr,csv;ipc54;1690,036;1;2;6;0;0;1;0;0;0;0;1;1;21;6;0;3;1;0;1;1;0;31;1;1;0;0;1;0;0;0;1;1;0;2;0;1;1;498902;0;0;1;1
2c_ipc55_300x300,instr,csv;ipc55;1689,977;0;0;5;0;0;0;0;0;0;0;1;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498955;1;0;0;0
2c_ipc56_300x300,instr,csv;ipc56;2716,132;2700;3300;4803;2100;1200;3900;300;1;3900;3300;5100;3900;24;3;4800;3000;4800;2400;3600;1500;0;2;3000;6300;0;0;2400;0;1500;2100;2400;4500;300;2100;900;1200;1200;184929;1200;2400;900;3600
2c_ipc57_300x300,instr,csv;ipc57;1690,012;1;2;9;1;0;0;0;0;1;0;0;0;20;7;2;0;1;0;0;0;0;30;1;1;0;0;1;0;0;0;2;0;0;0;0;0;2;498905;0;0;1;2
2c_ipc58_300x300,instr,csv;ipc58;1690,102;0;2;7;1;0;3;0;0;1;4;1;0;20;6;1;3;2;2;0;1;0;29;1;2;0;0;0;1;1;0;3;3;0;0;0;1;1;498890;1;1;1;0
2c_ipc59_300x300,instr,csv;ipc59;1690,063;2;1;4;1;2;1;0;0;1;0;0;1;23;4;2;1;5;3;1;0;0;1;1;1;0;0;0;0;2;2;2;1;0;0;0;0;1;498923;0;2;1;0
2c_ipc60_300x300,instr,csv;ipc60;1690,012;0;1;7;0;0;0;0;0;0;1;0;2;21;5;1;1;1;0;0;1;0;30;1;0;0;0;0;1;0;1;1;0;1;0;0;0;1;498911;0;1;0;0
2c_ipc61_300x300,instr,csv;ipc61;1690,096;2;1;3;1;0;2;0;0;1;0;3;2;24;3;0;2;2;1;4;3;0;2;0;0;0;0;0;0;2;0;1;1;0;1;1;2;1;498920;0;2;1;1
2c_ipc62_300x300,instr,csv;ipc62;1690,013;2;0;7;0;0;0;0;0;0;1;0;0;21;6;1;0;0;0;1;1;0;31;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;498915;1;0;0;1
2c_ipc63_300x300,instr,csv;ipc63;1690,048;1;0;5;0;0;0;0;0;1;1;0;2;22;5;2;1;1;1;0;3;0;0;0;2;0;0;1;0;0;0;1;3;0;0;0;0;1;498934;0;0;0;2
2c_ipc64_300x300,instr,csv;ipc64;1690,441;1;0;5;0;3;1;0;0;1;0;0;1;22;5;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;498944;0;0;1;1
2c_ipc65_300x300,instr,csv;ipc65;1690,011;1;0;6;1;0;0;0;0;0;1;0;1;21;6;1;1;0;0;0;2;0;31;0;0;0;0;1;0;1;0;2;2;0;1;1;0;1;498908;0;0;0;0
2c_ipc66_300x300,instr,csv;ipc66;1689,985;1;0;6;0;0;0;0;0;0;0;0;0;21;6;1;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;498921;0;0;0;0
2c_ipc67_300x300,instr,csv;ipc67;2830,679;2100;3600;3006;2400;2100;3000;300;1;4500;2100;2400;2700;21;6;2700;1500;3600;3600;3300;2700;0;31;1800;5700;0;0;2100;0;2100;3000;5400;5100;1200;1200;1500;3300;2400;133606;2400;2100;1800;3900
2c_ipc68_300x300,instr,csv;ipc68;1690,097;3;1;9;2;1;3;0;0;0;2;1;4;20;7;3;3;2;0;0;0;0;30;3;4;0;0;1;0;1;0;5;1;0;1;2;1;3;498867;3;2;2;2
2c_ipc69_300x300,instr,csv;ipc69;1690,061;2;3;12;0;2;4;0;0;0;2;0;0;18;9;2;2;0;1;1;0;0;28;0;3;0;0;0;0;0;0;2;2;2;2;0;1;1;498886;2;1;0;1
2c_ipc70_300x300,instr,csv;ipc70;1690,05;1;1;8;1;0;2;0;0;1;0;2;0;21;6;0;3;0;2;0;1;0;31;0;0;0;0;3;0;2;0;2;1;0;1;1;0;0;498890;1;4;0;4
2c_ipc71_300x300,instr,csv;ipc71;1690,195;3;5;10;0;6;11;0;0;0;1;3;5;22;5;4;3;0;3;1;5;0;0;2;4;0;0;2;0;0;3;7;4;4;0;1;3;4;498856;3;2;2;5
2c_ipc72_300x300,instr,csv;ipc72;1690,207;0;4;9;2;5;7;0;0;1;4;3;1;22;4;3;2;3;2;3;5;0;31;0;5;0;0;4;1;4;4;0;0;3;1;3;1;3;498834;3;4;3;5
2c_ipc73_300x300,instr,csv;ipc73;2727,784;3000;6600;3603;1800;900;6000;300;1;1200;3300;2100;1200;24;3;1800;1500;3300;2400;1200;3000;0;2;1800;6600;0;0;1800;0;2700;1500;6000;6000;3000;2100;2400;2400;3000;106291;600;1200;1200;5100
2c_ipc74_300x300,instr,csv;ipc74;2755,967;1800;4501;5705;3000;900;4200;300;1;1200;2400;1800;4200;22;4;1800;900;3600;3900;3000;3300;0;31;900;5100;0;0;3000;1;4200;3000;3900;4500;900;1800;1500;1800;1800;147177;3000;1800;1800;5100
2c_ipc75_300x300,instr,csv;ipc75;1690,021;0;3;8;0;0;2;0;0;0;0;0;1;21;4;1;1;0;0;1;0;0;29;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;498911;0;2;0;1
2c_ipc76_300x300,instr,csv;ipc76;1690,014;1;2;6;1;0;0;0;0;0;2;3;2;21;6;1;0;0;0;0;0;0;31;0;1;0;0;1;0;2;0;1;1;0;1;0;1;0;498900;0;1;1;3
2c_ipc77_300x300,instr,csv;ipc77;2810,686;1800;5400;5105;2100;900;4500;300;1;600;1800;2100;1800;22;5;1800;3000;2400;1500;2400;2400;0;0;2100;3900;0;0;1800;0;3600;900;6000;4200;1800;2700;3900;3300;2400;97057;4200;3000;900;6000
2c_ipc78_300x300,instr,csv;ipc78;2697,776;1200;4500;7502;2700;2700;3900;300;1;2400;2700;1200;1800;25;2;3300;2400;3300;1500;2400;2700;0;3;1200;5700;300;0;1800;0;2100;3300;4800;5400;1800;1500;2700;4200;1200;123088;2100;600;1200;4200
2c_ipc79_300x300,instr,csv;ipc79;2876,651;3000;6901;3904;3900;2700;3900;300;1;2400;2400;1800;900;23;3;1500;2100;600;2100;1200;2100;0;0;2100;4200;0;0;2700;1;3300;1500;3300;3900;3000;4200;2700;1800;2400;68002;3000;3900;2400;4500
2c_ipc80_300x300,instr,csv;ipc80;1690,006;0;2;6;1;0;1;0;0;0;1;1;0;23;4;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;498938;1;1;0;0
2c_ipc81_300x300,instr,csv;ipc81;1690,149;2;8;11;3;2;2;0;0;2;2;1;1;20;7;1;1;2;2;0;4;0;30;0;7;0;0;4;0;2;2;1;2;3;1;2;4;3;498846;3;2;1;5
2c_ipc82_300x300,instr,csv;ipc82;2729,398;1500;6300;5101;2700;2700;5700;300;1;1800;2700;1200;2700;26;1;1500;1800;1500;1800;2400;1500;0;4;1500;6300;0;0;3600;0;2400;2100;3300;5100;2400;2100;300;4800;1500;91319;900;3900;300;6900
2c_ipc83_300x300,instr,csv;ipc83;1691,422;3;12;13;3;7;7;0;0;2;1;3;1;20;7;2;0;6;4;2;3;0;30;6;9;0;0;5;0;4;5;5;7;4;0;6;3;4;498782;4;6;3;10
2c_ipc84_300x300,instr,csv;ipc84;1690,539;1;4;10;1;1;5;0;0;4;2;1;1;21;6;1;2;1;0;0;1;0;31;1;3;0;0;1;0;3;2;2;3;1;2;4;1;3;498861;0;4;2;3
2c_ipc85_300x300,instr,csv;ipc85;2798,089;900;4500;6605;2400;1800;6900;300;1;1200;600;1200;900;22;5;900;1200;1200;1800;900;2100;0;0;1200;6000;0;0;4800;0;3000;600;5100;3300;2400;3600;4800;3000;3600;59580;2700;3000;2400;5700
2c_ipc86_300x300,instr,csv;ipc86;1689,982;0;0;3;0;1;0;0;0;0;1;0;0;25;2;0;0;0;0;0;1;0;3;1;1;0;0;0;0;0;0;2;1;0;1;0;2;1;498942;0;0;2;0
2c_ipc87_300x300,instr,csv;ipc87;1690,003;0;0;7;3;0;1;0;0;0;0;0;0;21;6;1;0;0;1;0;0;0;31;0;0;0;0;0;0;1;1;0;0;2;1;1;1;0;498911;0;0;0;0
2c_ipc88_300x300,instr,csv;ipc88;1690,026;0;0;8;1;0;0;0;0;2;0;0;0;20;7;0;0;0;0;1;0;0;30;3;2;0;0;0;0;1;1;0;2;2;1;0;1;0;498903;0;2;0;2
2c_ipc89_300x300,instr,csv;ipc89;1689,984;1;1;4;0;0;2;0;0;0;0;0;0;24;3;1;0;0;1;0;0;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;498945;0;0;1;0
2c_ipc90_300x300,instr,csv;ipc90;1689,982;0;1;4;0;0;0;0;0;0;0;0;0;23;4;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;2;0;1;0;0;1;498945;0;0;0;2
2c_ipc91_300x300,instr,csv;ipc91;1690,148;1;8;10;4;4;3;0;0;0;1;0;2;21;5;3;0;2;1;2;1;0;30;0;11;0;0;1;1;4;3;11;5;6;2;2;3;2;498821;6;5;3;5
2c_ipc92_300x300,instr,csv;ipc92;2788,337;2100;5100;3907;2400;1500;8700;300;1;1200;600;600;300;20;7;900;1200;900;0;300;900;0;30;2100;6300;0;0;1200;0;4500;3300;6000;7200;3900;1800;3600;2700;2400;32306;2700;3000;2100;6900
2c_ipc93_300x300,instr,csv;ipc93;1690,218;7;7;17;2;9;11;0;0;1;2;3;2;21;6;5;1;1;1;1;0;0;31;6;14;0;0;6;0;9;3;10;9;4;7;7;9;6;498740;1;8;6;16
2c_ipc94_300x300,instr,csv;ipc94;2812,693;3000;6600;3603;3600;2400;6000;300;1;300;300;0;600;24;3;900;600;0;1200;600;900;0;2;3900;6600;0;0;3300;0;1800;2700;7800;3600;2100;2100;2400;3900;1800;26587;3600;4800;2700;6600
2c_ipc95_300x300,instr,csv;ipc95;1690,182;3;10;17;7;6;12;0;0;1;1;2;1;26;1;1;0;0;0;0;0;0;4;7;17;0;0;4;0;7;4;16;18;6;6;6;7;6;498758;10;7;7;11
2c_ipc96_300x300,instr,csv;ipc96;1690,464;1;5;8;0;0;4;0;0;0;0;0;0;21;6;1;0;0;0;0;0;0;31;1;3;0;0;1;0;1;0;1;4;1;1;1;1;1;498893;1;1;0;1
2c_ipc97_300x300,instr,csv;ipc97;2759,965;3000;6300;8403;3900;2100;6900;300;1;0;600;300;300;24;3;300;0;0;0;300;300;0;2;1800;7200;0;0;2400;0;1800;4800;4800;4800;2700;3300;1800;5400;1800;10108;2400;3900;3300;5400
2c_ipc98_300x300,instr,csv;ipc98;2822,708;3300;8100;7806;3300;2400;6900;300;1;0;300;0;0;21;6;0;600;0;0;0;600;0;31;2100;7200;0;0;3000;0;2400;3000;5700;5400;3300;1500;2400;3300;3000;5329;2400;4200;2400;5700
2c_ipc99_300x300,instr,csv;ipc99;2841,776;3300;9000;6005;3600;2700;5100;300;1;0;0;0;0;22;5;300;0;300;0;0;0;0;0;2400;6300;0;0;2700;0;1800;5400;5400;4500;4200;3600;2100;2400;2100;4115;4500;5100;2700;4800
Total;;;151862;342358;338455;168307;157417;352584;28339;80;382418;373142;376935;380905;6596;1545;391066;377152;380516;384969;379985;373595;300;4274;149805;340474;300;1;151267;40;154328;170695;320971;336339;154182;161937;165220;172895;156931;123849196;141902;161920;147103;341473
